Job Title,Company,Location,Posting Date,Extract Date,Salary,Summary,JobUrl
CIB Operations - Securities Services - Reference Data Operations - Analyst - Singapore,"JPMorgan Chase Bank, N.A.",Singapore,Posted7 days ago,2022-05-18,,"The role will manage data quality and exceptions for reference data operations, working with a team of data analyst.
Ad-hoc project work when required.",https://sg.indeed.com/rc/clk?jk=3086a4cfc432c87c&fccid=aaf3b433897ea465&vjs=3
Research Risk Analyst/ Associate- Singapore,Morgan Stanley,Singapore,Posted1 day ago,2022-05-18,,"We are seeking an analyst-level or associate-level candidate to work in our Research Risk team.
Through relevant and timely conversations with leading investors…",https://sg.indeed.com/rc/clk?jk=50f725510410b1c2&fccid=0c39fb2c91742dcf&vjs=3
Data Analyst - Decision Support Dept,GMP RECRUITMENT SERVICES (S) PTE LTD,Central Business District,Posted30+ days ago,2022-05-18,,"Manage the entire data modeling cycle, including data preparation, data modeling, evaluation and deployment.
Collaborate with key stakeholders, namely programme…",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMrizvj1YMmuQaZqgjft24ieysEfqm7Rv1SJ-ErrN4aaCiOuII0p_nXh9WEL9PNcfOf9-hoYR9Jm8CchmK0RpgQSE_i2s-7-M1nbwe8TFk9PCUM5VUwlTjQsr1anhrmCqfoTrBJedCidGygzNnIplOmAo0sAhaZkmCyj3oEto0Sftwd7EafEzHv21hGZwCxLLznWNzFCXuxwNptrEKv7LuKquwd0QlNzTZ4HlzDJO_aWnu2JNOL8JUi7qxAc8ommnP-guRo-K2w59SLle4fVFTjsR1Y0pka9UE9TY06shMF3ixCWFLecy8YcOP7HMkZxc7tVwLrL6AFFqgsEU3DvxwacqniNrcgABxTP-HjG-DYpzIWxd-adiOEEEk17aDibVyADEpxsyplz0jvom2UWd2do9UsWL-7dhnQR6sd3F6uRKueOrRdpScw4ADqDD3DznFT6E7VkYjfsnn6-WJw9lsXeaS5S369AyAEVOHjHT8d-V9VJ3xp5w0gyaqkuPf36eXYVeSDXiiBE8JItzj_Fx-TbalUmOKGSCjniyUv9bPb0VWo-A6-0dcQkqb4Gv9wVhB68FoK0wfNTDePX-n8_gyGoQLLdU1pGsPPrs5UoGDPstjKi_XyD9C-6aPsaApSsNdUO5VF_8_A7ALS&p=1&fvj=0&vjs=3
CIB Operations - Securities Services - Reference Data Operations - Analyst - Singapore,"JPMorgan Chase Bank, N.A.",Singapore,Posted7 days ago,2022-05-18,,"The role will manage data quality and exceptions for reference data operations, working with a team of data analyst.
Ad-hoc project work when required.",https://sg.indeed.com/rc/clk?jk=3086a4cfc432c87c&fccid=aaf3b433897ea465&vjs=3
Market Research Analyst,AntzWorkz Consultants Pte. Ltd,Temporarily Remote in Singapore,EmployerActive 5 days ago,2022-05-18,"$3,000 - $4,500 a month","Produce outstanding results in all aspects of market research including problem definition, design, vendor and client management, data collection, data analysis…",https://sg.indeed.com/company/AntzWorkz-Consultants-Pte.-Ltd./jobs/Market-Research-Analyst-14cb08b690045090?fccid=81638a157fbf4532&vjs=3
"Analyst, Data Defense Operations",TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Maintain data inventories and data flow mappings, specifically for sensitive/high value data.
This will include identification, classification, and protection…",https://sg.indeed.com/rc/clk?jk=5f32e1c3d12b8270&fccid=caed318a9335aac0&vjs=3
Business Development Analyst,Visa,Singapore,Posted9 days ago,2022-05-18,,"Strong data, analytical and problem-solving skills.
Ability to define problems, collect data, establish facts, and draw valid conclusions.",https://sg.indeed.com/rc/clk?jk=ba1683e29a67d3ff&fccid=a3f737e511d9fc8c&vjs=3
Data Analyst,PSA International,Singapore,Posted30+ days ago,2022-05-18,,"Builds applications which runs on the cloud, enabling speed and agility.
Uses forthcoming technologies during development.
Reports to the Quality Team Lead.",https://sg.indeed.com/rc/clk?jk=fa977f6a709a6e90&fccid=d9e60d33eab8cd05&vjs=3
Digital Business Analyst (Data Analytics),Government Technology Agency,Singapore,Posted12 days ago,2022-05-18,,What the role is What you will be working on What we are looking for Competencies have long been used as a framework to help focus employees' behaviour on…,https://sg.indeed.com/rc/clk?jk=e073382859e02e8a&fccid=3b9a5811a8b6410b&vjs=3
Data Analyst (Fairprice Online),NTUC FairPrice,Singapore,Posted30+ days ago,2022-05-18,,"Drive transformation within the organization towards data driven decision making.
Be a steward of good data practices - robust documentation, process and…",https://sg.indeed.com/rc/clk?jk=ccad27c12665c455&fccid=bdf40e86ee1c8621&vjs=3
Data Analyst (APAC),foodpanda Singapore,Singapore,Posted30+ days ago,2022-05-18,,"Experience with data operations; ensuring stability of dashboards, data quality and setting up automations, etc.would be advantageous.",https://sg.indeed.com/rc/clk?jk=d2ec58ba56ccc6ac&fccid=8bf6fce5822c5030&vjs=3
Data Analyst (Internships),DataSpark Pte Ltd,Singapore,Posted30+ days ago,2022-05-18,,"1-3 years of experience in the big data ecosystem at a data warehouse, consulting firm, analytics team.
Experience in data cleansing, exploratory analysis.",https://sg.indeed.com/rc/clk?jk=bd87e6f443d8a951&fccid=babab58a823c8682&vjs=3
Regional Data Analytics & Commercial Excellence Intern,Schneider Electric,Singapore,Posted5 days ago,2022-05-18,,Makes recommendations about the methods and ways in which a company obtains and analyzes data to improve quality and efficiency of data systems.,https://sg.indeed.com/rc/clk?jk=a95c400427b5766f&fccid=8dc4399ddb463d4a&vjs=3
Business Optimization Analyst,Visa,Singapore,Posted4 days ago,2022-05-18,,A minimum of 2 years of experience working in data analysis and/or insight delivery with a proven record of creating business value using data.,https://sg.indeed.com/rc/clk?jk=fd90362a5e719e55&fccid=a3f737e511d9fc8c&vjs=3
Operations Analyst,TikTok,Singapore,Posted30 days ago,2022-05-18,,"To be successful as an operations analyst, you should be able to analyze complex data sets, identify shortcomings or opportunities, work closely with management…",https://sg.indeed.com/rc/clk?jk=30823f8403f55a66&fccid=caed318a9335aac0&vjs=3
"Assistant Manager, Data Science & Analytics - Disney DTC",Disney Media & Entertainment Distribution,Singapore,Posted30+ days ago,2022-05-18,,"Partner closely with business stakeholders to identify and unlock opportunities, and with other data teams to improve platform capabilities around data modeling…",https://sg.indeed.com/rc/clk?jk=8136499f5a83cd3f&fccid=c3092a91bcb42ca9&vjs=3
Corporates Credit Research Analyst (China focus),Silverdale Capital Pte Ltd,Singapore,Posted2 days ago,2022-05-18,," Exposure to Bloomberg and the ability to handle large data (Python).
Silverdale Capital Pte Ltd is a Monetary Authority of Singapore (MAS) licensed fund…",https://sg.indeed.com/rc/clk?jk=69dd798ee4ee2080&fccid=442ae0e8c96384b0&vjs=3
"Intern, Data Analytics",Yara,Singapore,Posted30+ days ago,2022-05-18,,"Assist the data analyst in documentation of the findings, pipelines and information architecture.
Support with data analysis by analyzing raw data (all forms)…",https://sg.indeed.com/rc/clk?jk=2a5e42866492fa9f&fccid=170dafc5aba5f055&vjs=3
Financial Analyst,Stamford Land Management Pte Ltd,Singapore,EmployerActive 1 day ago,2022-05-18,"$3,500 - $6,000 a month","Responsible for managing/maintaining data and reports submitted by hotels.
This includes preparation of financial data analysis and benchmarking analysis, and…",https://sg.indeed.com/company/C.-K.-Ow-Holdings/jobs/Financial-Analyst-e3972f8df4cb4f77?fccid=1260b019df712c04&vjs=3
"Jobs-Skills Analyst, Jobs-Skills Insights Division (2-year contract)",SkillsFuture Singapore,Singapore,Posted6 days ago,2022-05-18,,"Translate JSI and other data sources into new and/or updated jobs and skills statements.
The Jobs-Skills Analyst (JSA) studies, monitors and spotlights business…",https://sg.indeed.com/rc/clk?jk=4a7646a82202b674&fccid=a1f41a8b5d1bddc0&vjs=3
Reporting Analyst,TDCX,Singapore,Posted6 days ago,2022-05-18,,Coordinate with other analyst to ensure continuity of coverage and distribution of up-to-minute statistical data about the day.,https://sg.indeed.com/rc/clk?jk=1aec76c908ec7687&fccid=224387838eaf865b&vjs=3
Data Analyst,Dow Jones,Singapore,Posted30+ days ago,2022-05-18,,"Consolidate multiple data sets and analyze the data accurately and efficiently.
Ability to accurately analyze a situation, make connections between data and…",https://sg.indeed.com/rc/clk?jk=d81a362a89f67105&fccid=d2621f51dde471d3&vjs=3
Data Analyst,Moovaz,Singapore,Posted30+ days ago,2022-05-18,,"Experience in product data analytics within an agile environment, playing a key role in data gathering, data analysis and helping the team make data-based…",https://sg.indeed.com/rc/clk?jk=1493afd6c86dee0f&fccid=11ed7721beb39fba&vjs=3
Product Data Analyst - Data Analysis,TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Using data to influence stakeholders in a matrixed organization.
Proficiency in Tableau, or similar data visualization tools.",https://sg.indeed.com/rc/clk?jk=e783217bcea254b7&fccid=caed318a9335aac0&vjs=3
Data Analyst,Asahi India Glass,Singapore,Posted30+ days ago,2022-05-18,,"Department FS- Data Job posted on Aug 22, 2021 Employment type Full Time Experience range 0 - N.A. Please enter job…",https://sg.indeed.com/rc/clk?jk=e179a1efbc7b1f63&fccid=2f793a30a3fb0221&vjs=3
"Finance Operations Analyst, GC &",Apple,Singapore,Posted6 days ago,2022-05-18,,"This is a dynamic role with plenty of room for growth and evolving job responsibilities, including the following: - Support Apple’s vendor payables processes,…",https://sg.indeed.com/rc/clk?jk=e61442bdf7a73c8e&fccid=c1099851e9794854&vjs=3
Data Analyst,Silicon Labs,Toa Payoh,Posted30+ days ago,2022-05-18,,Establish and implement data governance frameworks and processes to manage the data throughout its lifecycle for Silicon Lab’s data platform.,https://sg.indeed.com/rc/clk?jk=8c02f3a857976e0b&fccid=46437b5e9e684d4a&vjs=3
Data Analyst,TELECOM EQUIPMENT PTE LTD,Singapore,Posted12 days ago,2022-05-18,"$3,500 - $6,000 a month","Oversee and maintain the data structure/dictionary and architecture within SCM.
You will manage the data structure and architecture in SCM and develop the…",https://sg.indeed.com/rc/clk?jk=1edbdd79e1b4d61e&fccid=30fbe807434bdec0&vjs=3
Graduate Demand Planning Analyst - Singapore,Dyson,Singapore,Posted10 days ago,2022-05-18,,"Ability to translate complex data into understandable trends and market patterns.
The ideal candidate boasts excellent analytical skills, a passion for…",https://sg.indeed.com/rc/clk?jk=97f7de6bb908f663&fccid=366382f52796fce2&vjs=3
Data Analytics Intern - Singapore,Carousell Group,Singapore,Posted27 days ago,2022-05-18,,"Sensitive to data integrity and understand the importance of data quality to generate accurate analysis.
We're looking for a data analyst intern to join the…",https://sg.indeed.com/rc/clk?jk=476defb3952dbb2b&fccid=fe7a0343fd3e952b&vjs=3
Manufacturing Site Data Analyst,CIELO TALENT PTE. LTD.,Singapore,Posted8 days ago,2022-05-18,"$4,700 - $9,300 a month","Conducts data analysis, data visualization to exploit full potential for improvement coming from digital product and data gathered and structured.",https://sg.indeed.com/rc/clk?jk=a6ce25d071b2ae86&fccid=858a38d8af1a04f9&vjs=3
"Intern, Data Analytics",Siemens Healthineers,Singapore,Posted5 days ago,2022-05-18,,"You will work with collaborators to collect data for research projects.
You will help implement systems for data collection, cleaning, analysis, and…",https://sg.indeed.com/rc/clk?jk=28c904efb0fb8b76&fccid=c5679bf29a1db253&vjs=3
HR Data Analyst,JOBSTER PRIVATE LTD.,Singapore,Posted5 days ago,2022-05-18,"$3,500 - $7,000 a month","You will also advise on applications of data analytics in the review of HR processes.
Drive the development of data science capabilities in HR, by advising and…",https://sg.indeed.com/rc/clk?jk=b206d8420ebda1d6&fccid=164c2dfe4d09a77f&vjs=3
Carbon Data Analyst - Stealth ClimateTech Venture,BCGDV,Singapore,Posted30+ days ago,2022-05-18,,Transform unstructured data sets provided by clients into structured data which can be ingested into our products data processing pipeline to calculate carbon…,https://sg.indeed.com/rc/clk?jk=914110c81abbf5a7&fccid=4ba82948cca7223e&vjs=3
Data Analyst (SIPD) (1-year temporary contract),SkillsFuture Singapore,Singapore,Posted30+ days ago,2022-05-18,,"Assist in data preparation, data labelling and data validation.
Assist with data management for data analytics related project.",https://sg.indeed.com/rc/clk?jk=ceb6608bc7a04163&fccid=a1f41a8b5d1bddc0&vjs=3
Associate Analyst / Analyst (Data Analytics),Marina Bay Sands,HarbourFront,Posted30+ days ago,2022-05-18,,"Drive data based decisions through creation of insightful reports and dashboard.
Working knowledge of data visualization tools, such as Tableau preferred.",https://sg.indeed.com/rc/clk?jk=55060deaaff5a819&fccid=d568938f37a96d47&vjs=3
Analyst,BNP Paribas,Singapore,Posted29 days ago,2022-05-18,,"It offers a wide range of financial services covering corporate & institutional banking, wealth management, asset management, insurance, as well as retail…",https://sg.indeed.com/rc/clk?jk=6e8cf64e990021f4&fccid=1392500f835bba92&vjs=3
Data Analyst,HYPERSCAL SOLUTIONS PTE. LTD.,Singapore,Posted13 days ago,2022-05-18,"$3,500 - $4,000 a month","Developing and maintaining databases, data systems – reorganizing data in a readable format.
Update and maintain databases and data collection systems to ensure…",https://sg.indeed.com/rc/clk?jk=b108c55017d13f9f&fccid=02b60f4bd4aefc2f&vjs=3
Strategy Analyst - Singapore,Carousell Group,Singapore,Posted30+ days ago,2022-05-18,,"Work with key business stakeholders and data team (data analysts, data engineers, machine learning engineers) to develop insights, prepare reports, create…",https://sg.indeed.com/rc/clk?jk=f71a7594ad89acb1&fccid=fe7a0343fd3e952b&vjs=3
"SVP, Team Lead, Private Wealth Data Analyst - Consumer Banking Group (CBG)",DBS Bank,Singapore,Posted1 day ago,2022-05-18,,"End-to-end data solutioning which includes translate business problems into data requirements, data discovery and data processing to deliver outcome.",https://sg.indeed.com/rc/clk?jk=0ff12d88846bca2d&fccid=cc1f9ea511d140fe&vjs=3
"Data Analyst, Migration Office",M1 Limited,Jurong,Posted8 days ago,2022-05-18,,"Experience in designing and developing data models, multiple data source integration, data pipelines in data warehouses and big data platforms.",https://sg.indeed.com/rc/clk?jk=9d8a1197bfcc523c&fccid=7c2fe915712c3183&vjs=3
Data Analyst (CMTG Call Centre - Reporting and Analysis),Ministry of Health,Singapore,Posted30+ days ago,2022-05-18,,"Ensure that data accounting methods are logical and sound; maintaining a high level of data integrity.
Partnership with stakeholders within the Case Management…",https://sg.indeed.com/rc/clk?jk=a63f514505afb429&fccid=aaf50a26f53622da&vjs=3
Finance Analyst,Seagate Technology,Singapore,Posted4 days ago,2022-05-18,,"Minimum 1 to 2 years of accounting, audit or business data analytics experience.
Strong capability to pick up new system skills for data analytic and…",https://sg.indeed.com/rc/clk?jk=ad3d848748afe2c9&fccid=eb193642f8c64a12&vjs=3
Data Analyst - Key Reports & Finance,Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Coordinate and work with data engineers to optimise the data flow from raw data into data marts.
Work with big data at Shopee using the Hadoop ecosystem to…",https://sg.indeed.com/rc/clk?jk=04cba79cdb627392&fccid=0b476c4a7add47fe&vjs=3
